seqID	BLAST_segment	HMMER_segment	GenBank_segment
KF636227	6	6	6
KF636228	9	9	9
KF636229	5	-	5
KF636230	8	8	8
KF636231	7	7	7
KF636232	10	10	10
KF636233	11	11	11
KF636234	1	1	1
KF636235	2	2	2
KF636236	3	3	3
KF636237	4	4	4
KF636238	6	6	6
KF636239	9	9	9
KF636240	5	-	5
KF636241	8	8	8
KF636242	7	7	7
KF636243	10	10	10
KF636244	11	11	11
KF636245	1	1	1
KF636246	2	2	2
KF636247	3	3	3
KF636248	4	4	4
KF636249	6	6	6
KF636250	9	9	9
KF636251	5	5	5
KF636252	8	8	8
KF636253	7	7	7
KF636254	10	10	10
KF636255	11	11	11
KF636256	1	1	1
KF636257	2	2	2
KF636258	3	3	3
KF636259	4	4	4
KF636260	6	6	6
KF636261	9	9	9
KF636262	5	-	5
KF636263	8	8	8
KF636264	7	7	7
KF636265	10	10	10
KF636266	11	11	11
KF636267	1	1	1
KF636268	2	2	2
KF636269	3	3	3
KF636270	4	4	4
KF636271	6	6	6
KF636272	9	9	9
KF636273	5	-	5
KF636274	8	8	8
KF636275	7	7	7
KF636276	10	10	10
KF636277	11	11	11
KF636278	1	1	1
KF636279	2	2	2
KF636280	3	3	3
KF636281	4	4	4
KF636282	6	6	6
KF636283	9	9	9
KF636284	5	-	5
KF636285	8	8	8
KF636286	7	7	7
KF636287	10	10	10
KF636288	11	11	11
KF636289	1	1	1
KF636290	2	2	2
KF636291	3	3	3
KF636292	4	4	4
KF636293	6	6	6
KF636294	9	9	9
KF636295	5	5	5
KF636296	8	8	8
KF636297	7	7	7
KF636298	10	10	10
KF636299	11	11	11
KF636300	1	1	1
KF636301	2	2	2
KF636302	3	3	3
KF636303	4	4	4
KF636304	6	6	6
KF636305	9	9	9
KF636306	5	-	5
KF636307	8	8	8
KF636308	7	7	7
KF636309	10	10	10
KF636310	11	11	11
KF636311	1	1	1
KF636312	2	2	2
KF636313	3	3	3
KF636314	4	4	4
KF636315	6	6	6
KF636316	9	9	9
KF636317	5	-	5
KF636318	8	8	8
KF636319	7	7	7
KF636320	10	10	10
KF636321	11	11	11
KF636322	1	1	1
KF636323	2	2	2
KF636324	3	3	3
KF636325	4	4	4
KF636326	6	6	6
KF636327	9	9	9
KF636328	5	-	5
KF636329	8	8	8
KF636330	7	7	7
KF636331	10	10	10
KF636332	11	11	11
KF636333	1	1	1
KF636334	2	2	2
KF636335	3	3	3
KF636336	4	4	4
KF636337	6	6	6
KF636338	9	9	9
KF636339	5	-	5
KF636340	8	8	8
KF636341	9	8	8
KF636342	7	7	7
KF636343	10	10	10
KF636344	11	11	11
KF636345	1	1	1
KF636346	2	2	2
KF636347	3	3	3
KF636348	4	4	4
KF636349	6	6	6
KF636350	9	9	9
KF636351	9	9	9
KF636352	5	5	5
KF636353	8	8	8
KF636354	7	7	7
KF636355	10	10	10
KF636356	11	11	11
KF636357	1	1	1
KF636358	2	2	2
KF636359	3	3	3
KF636360	4	4	4
KF636361	6	6	6
KF636362	9	9	9
KF648929	4	9	NULL
KF648931	4	-	NULL
KF648932	1	-	NULL
KF648933	3	9	NULL
KF648934	8	9	NULL
KF648935	8	-	NULL
KF648938	9	9	NULL
KF648941	9	9	NULL
KF648942	9	9	NULL
KF648944	6	9	NULL
KF648945	2	9	NULL
KF648948	1	9	NULL
KF648951	7	9	NULL
KF648952	9	9	NULL
KF648954	1	3	NULL
KF648956	4	3	NULL
KF648957	2	3	NULL
KF648958	4	3	NULL
KF648959	6	4	NULL
KF648960	6	4	NULL
KF648961	7	4	NULL
KF648962	11	4	NULL
KF648963	4	4	NULL
KF648965	3	4	NULL
KF648966	2	4	NULL
KF648967	4	4	NULL
KF648969	3	4	NULL
KF648970	4	4	NULL
KF648971	8	4	NULL
KF648973	1	4	NULL
KF648974	1	4	NULL
KF648975	7	-	NULL
KF648976	4	4	NULL
KF648977	4	4	NULL
KF648978	7	4	NULL
KF648980	5	-	NULL
KF648982	6	4	NULL
KF648983	1	4	NULL
KF648984	2	4	NULL
KF648987	4	4	NULL
KF648988	8	4	NULL
KF648989	9	4	NULL
KF648990	5	4	NULL
KF648991	4	4	NULL
KF648992	3	4	NULL
KF648993	3	4	NULL
KF649186	11	11	NULL
KF649187	4	4	NULL
KF649188	9	9	NULL
KF650074	5	9	NULL
KF650077	1	9	NULL
KF650079	2	9	NULL
KF650081	3	9	NULL
KF650082	9	9	NULL
KF650084	9	9	NULL
KF650085	8	9	NULL
KF650086	3	4	NULL
KF650088	4	-	NULL
KF650093	10	4	NULL
KF650095	4	4	NULL
KF650434	3	-	NULL
KF661408	9	4	NULL
KF661409	5	4	NULL
KF661413	4	4	NULL
KF661416	8	4	NULL
KF661417	2	4	NULL
KF661418	5	4	NULL
KF661419	3	4	NULL
KF661420	4	4	NULL
KF661421	3	-	NULL
KF661422	3	4	NULL
KF661424	1	4	NULL
KF661428	4	4	NULL
KF661429	6	6	NULL
KF661430	7	6	NULL
KF661431	6	6	NULL
KF661432	11	6	NULL
KF661433	6	6	NULL
KF661435	6	6	NULL
KF661443	5	6	NULL
KF661444	2	6	NULL
KF661445	4	6	NULL
KF661446	5	6	NULL
KF661448	5	6	NULL
KF661449	6	6	NULL
KF661450	6	6	NULL
KF661452	2	6	NULL
KF661453	5	6	NULL
KF661454	3	6	NULL
KF661455	1	6	NULL
KF680455	3	3	NULL
KF680456	1	3	NULL
KF680457	4	4	NULL
KF680458	4	3	NULL
KF680459	3	3	NULL
KF680460	4	4	NULL
KF680462	6	6	NULL
KF680463	6	6	NULL
KF680464	6	6	NULL
KF680465	9	9	NULL
KF680466	9	9	NULL
KF680467	8	9	NULL
KF680468	9	9	NULL
KF680469	9	8	NULL
KF680470	8	8	NULL
KF680471	4	8	NULL
KF680472	7	8	NULL
KF680473	5	8	NULL
KF680474	8	8	NULL
KF680475	8	8	NULL
KF680476	11	11	NULL
KF680477	10	11	NULL
KF689785	8	8	NULL
KF689786	3	8	NULL
KF689787	2	8	NULL
KF689788	9	8	NULL
KF689790	10	10	NULL
KF689791	4	4	NULL
KF689792	4	4	NULL
KF689794	6	6	NULL
KF689796	9	9	NULL
KF690125	1	1	NULL
KF690126	2	2	NULL
KF690127	3	3	NULL
KF690128	4	3	NULL
KF690129	6	6	NULL
KF690130	9	9	NULL
KF690131	5	5	NULL
KF690132	8	8	NULL
KF690133	7	7	NULL
KF690134	10	10	NULL
KF690135	5	11	NULL
KF690136	4	4	NULL
KF690137	3	4	NULL
KF697086	5	10	NULL
KF697087	1	11	NULL
KF697088	11	11	NULL
KF697089	10	11	NULL
KF716315	2	9	NULL
KF716317	8	9	NULL
KF716318	2	9	NULL
KF716323	9	9	NULL
KF716324	9	9	NULL
KF716328	4	4	NULL
KF716331	4	4	NULL
KF716332	7	4	NULL
KF716333	3	3	NULL
KF716336	4	4	NULL
KF716339	6	6	NULL
KF716342	11	6	NULL
KF716347	6	6	NULL
KF716348	5	6	NULL
KF716352	1	1	NULL
KF716354	1	1	NULL
KF716355	1	1	NULL
KF716356	1	1	NULL
KF716357	1	1	NULL
KF716360	1	1	NULL
KF716363	6	2	NULL
KF716364	2	2	NULL
KF716367	2	2	NULL
KF716368	2	2	NULL
KF716369	3	2	NULL
KF716371	2	2	NULL
KF716372	2	2	NULL
KF716375	3	3	NULL
KF716376	4	3	NULL
KF716379	1	3	NULL
KF716380	3	3	NULL
KF716381	4	3	NULL
KF716383	4	3	NULL
KF716384	3	3	NULL
KF716387	11	5	NULL
KF716388	3	-	NULL
KF716389	4	-	NULL
KF716391	5	-	NULL
KF716392	2	-	NULL
KF716394	4	-	NULL
KF716395	5	-	NULL
KF716396	5	-	NULL
KF716397	8	8	NULL
KF716399	8	8	NULL
KF716402	2	8	NULL
KF716404	2	8	NULL
KF716405	8	8	NULL
KF716408	8	8	NULL
KF716410	7	7	NULL
KF716416	1	7	NULL
KF716419	7	7	NULL
KF716420	11	7	NULL
KF716422	10	10	NULL
KF716427	2	10	NULL
KF716428	10	10	NULL
KF716429	4	10	NULL
KF716432	3	10	NULL
KF716435	1	11	NULL
KF716439	5	11	NULL
KF716440	11	11	NULL
KF716441	10	11	NULL
KF716444	11	11	NULL
KF716445	3	9	NULL
KF716447	9	9	NULL
KF716448	3	9	NULL
KF716449	1	9	NULL
KF716450	7	9	NULL
KF716451	9	9	NULL
KF716452	8	9	NULL
KF716454	5	9	NULL
KF716458	1	9	NULL
KF716459	9	9	NULL
KF718287	4	6	NULL
KF718288	6	6	NULL
KF723263	9	9	NULL
KF723264	9	9	NULL
KF723265	8	9	NULL
KF723266	8	9	NULL
KF723267	9	9	NULL
KF723268	2	9	NULL
KF723269	1	9	NULL
KF723270	9	9	NULL
KF723271	4	9	NULL
KF723272	1	9	NULL
KF723273	3	9	NULL
KF723274	11	9	NULL
KF723275	9	9	NULL
KF723276	9	9	NULL
KF723277	9	9	NULL
KF723278	1	9	NULL
KF723279	11	9	NULL
KF723280	3	9	NULL
KF723281	2	9	NULL
KF723282	9	9	NULL
KF723283	9	9	NULL
KF723284	7	9	NULL
KF723285	10	9	NULL
KF723286	3	9	NULL
KF723287	9	9	NULL
KF723298	5	7	7
KF723299	11	7	7
KF723300	8	7	7
KF723302	3	7	7
KF723303	7	7	7
KF723304	6	7	7
KF723305	10	7	7
KF723306	7	7	7
KF723307	7	7	7
KF723308	6	7	7
KF723309	8	7	7
KF723310	2	7	7
KF723311	2	7	7
KF723312	5	7	7
KF723313	7	7	7
KF723830	4	-	NULL
KF723831	9	9	NULL
KF724032	3	-	NULL
KF724033	4	-	NULL
KF724034	3	-	NULL
KF724038	1	9	NULL
KF724039	8	9	NULL
KF724042	1	9	NULL
KF724044	6	9	NULL
KF724045	5	9	NULL
KF724046	9	9	NULL
KF724047	11	9	NULL
KF724048	9	9	NULL
KF724049	8	9	NULL
KF724051	10	9	NULL
KF724052	8	9	NULL
KF724053	9	9	NULL
KF724054	9	9	NULL
KF726034	4	4	4
KF726035	6	6	6
KF726036	1	1	1
KF726037	2	2	2
KF726038	3	3	3
KF726039	5	-	5
KF726040	8	8	8
KF726041	7	7	7
KF726042	10	10	10
KF726043	11	11	11
KF726044	9	9	9
KF726045	4	4	4
KF726046	6	6	6
KF726047	1	1	1
KF726048	2	2	2
KF726049	3	3	3
KF726050	5	-	5
KF726051	8	8	8
KF726052	7	7	7
KF726053	10	10	10
KF726054	11	11	11
KF726055	9	9	9
KF726056	4	4	4
KF726057	6	6	6
KF726058	1	1	1
KF726059	2	2	2
KF726060	3	3	3
KF726061	5	4	5
KF726062	8	8	8
KF726063	7	7	7
KF726064	10	10	10
KF726065	11	11	11
KF726066	9	9	9
KF726067	4	4	4
KF726068	6	6	6
KF726069	1	1	1
KF726070	2	2	2
KF726071	3	3	3
KF726072	5	-	5
KF726073	8	8	8
KF726074	7	7	7
KF726075	10	10	10
KF726076	11	11	11
KF727632	7	-	NULL
KF727638	6	-	NULL
KF727639	4	-	NULL
KF727641	9	-	NULL
KF727644	2	-	NULL
KF727645	6	-	NULL
KF727649	4	-	NULL
KF727650	3	-	NULL
KF727652	1	-	NULL
KF727653	5	-	NULL
KF727655	4	-	NULL
KF727660	4	-	NULL
KF727662	7	-	NULL
KF727664	1	-	NULL
KF727666	3	-	NULL
KF727668	1	-	NULL
KF727670	6	-	NULL
KF727671	6	-	NULL
KF727672	1	-	NULL
KF727673	8	-	NULL
KF727677	4	-	NULL
KF727678	9	-	NULL
KF727683	1	-	NULL
KF727684	8	-	NULL
KF727685	9	-	NULL
KF727686	6	-	NULL
KF729023	1	1	NULL
KF729024	2	2	NULL
KF729025	3	3	NULL
KF729026	4	4	NULL
KF729027	6	6	NULL
KF729028	5	-	NULL
KF729029	8	8	NULL
KF729030	7	7	NULL
KF729031	10	10	NULL
KF729032	11	11	NULL
KF729635	1	1	1
KF729636	1	1	1
KF729638	1	1	1
KF729640	2	2	2
KF729641	5	2	2
KF729642	2	2	2
KF729644	3	3	3
KF729647	3	3	3
KF729648	4	4	4
KF729649	6	4	4
KF729650	9	4	4
KF729652	4	4	4
KF729653	5	5	5
KF729657	5	5	5
KF729658	6	6	6
KF729660	8	9	7
KF729661	9	9	7
KF729662	10	9	7
KF729663	2	9	7
KF729664	9	9	7
KF729668	8	8	8
KF729670	2	7	9
KF729671	7	7	9
KF729672	7	7	9
KF729676	7	7	9
KF729677	10	10	10
KF729680	10	11	11
KF729683	11	11	11
KF729686	11	11	11
KF729687	1	1	1
KF729688	2	2	2
KF729689	3	3	3
KF729690	4	4	4
KF729691	5	5	5
KF729692	6	6	6
KF729693	9	9	7
KF729694	8	8	8
KF729695	7	7	9
KF729696	10	10	10
KF729697	11	11	11
KF732668	11	6	6
KF732674	2	6	6
KF732681	11	6	6
KF732682	8	6	6
KF740529	9	9	NULL
KF740530	4	3	NULL
KF740531	6	6	NULL
KF740532	10	10	NULL
KF757260	6	6	NULL
KF757261	4	6	NULL
KF757262	5	6	NULL
KF757263	6	6	NULL
KF757264	6	6	NULL
KF757265	3	6	NULL
KF757266	6	6	NULL
KF757267	2	6	NULL
KF757268	2	6	NULL
KF757269	6	6	NULL
KF757270	2	6	NULL
KF757271	10	6	NULL
KF757272	6	6	NULL
KF757273	2	6	NULL
KF757274	4	6	NULL
KF757275	3	6	NULL
KF757276	2	6	NULL
KF757277	5	6	NULL
KF757278	6	6	NULL
KF757280	2	6	NULL
KF757281	11	6	NULL
KF757282	10	6	NULL
KF757284	1	6	NULL
KF757285	2	6	NULL
KF757286	6	6	NULL
KF757287	6	6	NULL
KF757288	6	6	NULL
KF757289	6	6	NULL
KF792839	4	6	NULL
KF812568	2	9	9
KF812570	4	9	9
KF812571	8	9	9
KF812572	1	9	9
KF812575	2	9	9
KF812576	9	9	9
KF812578	8	9	9
KF812579	8	9	9
KF812580	4	9	9
KF812581	9	9	9
KF812585	5	9	9
KF812586	3	9	9
KF812587	9	9	9
KF812588	9	9	9
KF812589	2	9	9
KF812594	6	9	9
KF812597	11	9	9
KF812599	9	9	9
KF812600	8	9	9
KF812603	8	9	9
KF812609	2	9	9
KF812610	4	9	9
KF812612	9	9	9
KF812615	9	9	9
KF812617	6	-	4
KF812618	4	-	4
KF812626	6	-	4
KF812627	4	-	4
KF812628	8	-	4
KF812634	1	-	4
KF812636	6	-	4
KF812642	4	-	4
KF812644	4	-	4
KF812646	4	-	4
KF812649	6	-	4
KF812654	2	-	4
KF812656	8	-	4
KF812658	7	-	4
KF812660	4	-	4
KF812661	8	-	4
KF812663	4	-	4
KF812668	6	6	6
KF812669	4	6	6
KF812670	3	6	6
KF812671	5	6	6
KF812673	2	6	6
KF812674	7	6	6
KF812675	11	6	6
KF812677	2	6	6
KF812678	5	6	6
KF812679	10	6	6
KF812680	6	6	6
KF812686	1	6	6
KF812687	1	6	6
KF812689	6	6	6
KF812691	6	6	6
KF812695	1	6	6
KF812698	6	6	6
KF812700	8	6	6
KF812702	2	6	6
KF812705	11	6	6
KF812707	6	6	6
KF812711	4	6	6
KF812712	9	6	6
KF812715	6	6	6
KF812716	1	1	1
KF812717	3	1	1
KF812718	5	1	1
KF812719	1	1	1
KF812720	1	1	1
KF812721	5	1	1
KF812722	3	1	1
KF812723	1	1	1
KF812724	1	1	1
KF812725	8	1	1
KF812727	1	1	1
KF812728	1	1	1
KF812730	6	2	2
KF812731	2	2	2
KF812732	2	2	2
KF812733	4	2	2
KF812735	6	2	2
KF812736	2	2	2
KF812738	2	2	2
KF812739	3	2	2
KF812740	2	2	2
KF812741	2	2	2
KF812742	4	3	3
KF812743	4	3	3
KF812744	3	3	3
KF812745	4	3	3
KF812748	3	3	3
KF812749	9	3	3
KF812750	3	3	3
KF812752	3	3	3
KF812754	3	3	3
KF812755	5	-	5
KF812756	2	-	5
KF812757	5	-	5
KF812758	7	-	5
KF812759	5	-	5
KF812760	1	-	5
KF812761	4	-	5
KF812762	3	-	5
KF812763	2	-	5
KF812764	7	-	5
KF812765	7	-	5
KF812766	7	-	5
KF812767	5	-	5
KF812769	4	8	8
KF812771	3	8	8
KF812773	8	8	8
KF812774	1	8	8
KF812775	8	8	8
KF812776	3	8	8
KF812778	8	8	8
KF812780	8	8	8
KF812782	2	7	7
KF812783	7	7	7
KF812784	10	7	7
KF812785	4	7	7
KF812786	7	7	7
KF812787	7	7	7
KF812788	6	7	7
KF812789	7	7	7
KF812790	4	7	7
KF812791	7	7	7
KF812793	7	7	7
KF812795	10	10	10
KF812800	2	10	10
KF812814	3	10	10
KF812819	10	10	10
KF812821	10	10	10
KF812824	9	10	10
KF812825	1	10	10
KF812836	2	10	10
KF812838	10	10	10
KF812842	10	10	10
KF812845	1	10	10
KF812846	2	11	11
KF812849	4	11	11
KF812853	11	11	11
KF812854	4	11	11
KF812855	2	11	11
KF812856	10	11	11
KF812858	11	11	11
KF835889	1	1	NULL
KF835890	1	1	NULL
KF835891	1	1	NULL
KF835892	1	1	NULL
KF835893	1	1	NULL
KF835894	1	1	NULL
KF835895	11	1	NULL
KF835896	1	1	NULL
KF835897	2	2	NULL
KF835898	3	2	NULL
KF835899	3	2	NULL
KF835900	2	2	NULL
KF835901	2	2	NULL
KF835902	4	2	NULL
KF835903	8	2	NULL
KF835904	2	2	NULL
KF835905	3	3	NULL
KF835906	4	3	NULL
KF835907	11	3	NULL
KF835908	3	3	NULL
KF835909	4	3	NULL
KF835910	2	3	NULL
KF835911	3	3	NULL
KF835912	3	3	NULL
KF835913	3	4	NULL
KF835914	1	4	NULL
KF835915	4	4	NULL
KF835916	4	4	NULL
KF835917	3	4	NULL
KF835918	3	4	NULL
KF835919	3	4	NULL
KF835920	4	4	NULL
KF835921	6	6	NULL
KF835922	6	6	NULL
KF835923	6	6	NULL
KF835925	3	6	NULL
KF835926	6	6	NULL
KF835927	1	6	NULL
KF835928	5	6	NULL
KF835929	9	9	NULL
KF835930	8	9	NULL
KF835931	2	9	NULL
KF835932	9	9	NULL
KF835933	9	9	NULL
KF835934	3	9	NULL
KF835935	8	9	NULL
KF835936	9	9	NULL
KF835937	11	-	NULL
KF835938	7	-	NULL
KF835939	5	-	NULL
KF835940	2	-	NULL
KF835941	3	-	NULL
KF835942	5	5	NULL
KF835943	11	-	NULL
KF835944	3	5	NULL
KF835945	9	8	NULL
KF835946	8	8	NULL
KF835947	8	8	NULL
KF835948	8	8	NULL
KF835949	2	8	NULL
KF835950	8	8	NULL
KF835951	9	8	NULL
KF835952	8	8	NULL
KF835953	3	7	NULL
KF835954	1	7	NULL
KF835955	7	7	NULL
KF835956	7	7	NULL
KF835957	7	7	NULL
KF835958	6	7	NULL
KF835959	7	7	NULL
KF835960	7	7	NULL
KF835961	3	10	NULL
KF835962	5	10	NULL
KF835963	1	10	NULL
KF835964	6	10	NULL
KF835965	7	10	NULL
KF835966	2	10	NULL
KF835967	10	10	NULL
KF835968	5	10	NULL
KF835969	11	11	NULL
KF835972	10	11	NULL
KF835973	1	11	NULL
KF835974	3	11	NULL
KF835975	10	11	NULL
KF835976	11	11	NULL
KF853554	2	6	6
KF853556	5	6	6
KF853557	4	6	6
KF853558	6	6	6
KF854668	1	9	NULL
KF854670	2	9	NULL
KF854672	2	9	NULL
KF854673	2	9	NULL
KF854674	7	9	NULL
KF854675	3	9	NULL
KF854676	5	9	NULL
KF854677	3	9	NULL
KF854684	9	9	NULL
KF854685	6	9	NULL
KF854686	8	9	NULL
KF854687	9	9	NULL
KF854688	3	9	NULL
KF854689	1	9	NULL
KF854690	4	9	NULL
KF854691	1	9	NULL
KF854692	9	9	NULL
KF854693	3	9	NULL
KF854694	2	9	NULL
KF854695	10	9	NULL
KF854696	5	9	NULL
KF854697	9	9	NULL
KF854698	4	-	NULL
KF882516	1	6	NULL
KF882517	6	6	NULL
KF882518	6	6	NULL
KF882519	6	6	NULL
KF882520	1	6	NULL
KF882521	2	6	NULL
KF882522	7	6	NULL
KF882523	11	6	NULL
KF882524	8	6	NULL
KF882525	6	6	NULL
KF882527	6	6	NULL
KF882528	4	6	NULL
KF882529	2	6	NULL
KF882530	4	6	NULL
KF882531	9	6	NULL
KF882532	6	6	NULL
KF882534	2	6	NULL
KF882535	4	6	NULL
KF882536	6	6	NULL
KF882537	4	6	NULL
KF882538	6	6	NULL
KF882539	6	6	NULL
KF882540	6	6	NULL
KF882541	6	6	NULL
KF882542	1	6	NULL
KF882543	3	6	NULL
KF882544	6	6	NULL
KF882545	6	6	NULL
KF882546	8	6	NULL
KF882547	6	6	NULL
KF882548	5	6	NULL
KF882549	2	6	NULL
KF882551	6	6	NULL
KF882552	8	6	NULL
KF882553	6	6	NULL
KF882555	8	6	NULL
KF882556	10	6	NULL
KF882557	4	6	NULL
KF882558	7	6	NULL
KF882559	3	6	NULL
KF882560	8	6	NULL
KF882561	4	6	NULL
KF882562	1	6	NULL
KF882563	1	6	NULL
KF882564	7	6	NULL
KF882565	6	6	NULL
KF882566	1	6	NULL
KF882567	6	6	NULL
KF882568	10	6	NULL
KF882570	6	6	NULL
KF882571	9	6	NULL
KF882572	3	6	NULL
KF882573	6	6	NULL
KF882574	8	6	NULL
KF882576	4	6	NULL
KF882579	1	6	NULL
KF882580	6	6	NULL
KF882581	10	6	NULL
KF882582	6	6	NULL
KF882583	10	6	NULL
KF882584	6	6	NULL
KF882585	6	6	NULL
KF882586	5	6	NULL
KF882587	9	6	NULL
KF882588	6	6	NULL
KF882589	6	6	NULL
KF882590	8	6	NULL
KF882591	4	6	NULL
KF882592	3	6	NULL
KF882593	1	6	NULL
KF882594	3	6	NULL
KF882595	6	6	NULL
KF907103	1	-	NULL
KF907104	4	9	NULL
KF907106	10	9	NULL
KF907107	1	9	NULL
KF907108	3	9	NULL
KF907111	2	9	NULL
KF907112	9	9	NULL
KF907113	10	9	NULL
KF907114	9	9	NULL
KF907122	9	9	NULL
KF907123	9	9	NULL
KF907124	3	9	NULL
KF907125	9	9	NULL
KF907126	6	9	NULL
KF907251	5	3	NULL
KF907252	5	5	NULL
KF907253	2	-	NULL
KF907254	3	-	NULL
KF907255	7	-	NULL
KF907256	8	8	NULL
KF907257	9	8	NULL
KF907258	8	8	NULL
KF907260	8	8	NULL
KF907261	7	7	NULL
KF907262	7	7	NULL
KF907264	3	7	NULL
KF907265	11	7	NULL
KF907266	3	10	NULL
KF907267	7	10	NULL
KF907268	4	10	NULL
KF907270	10	10	NULL
KF907272	5	11	NULL
KF907273	11	11	NULL
KF907274	11	11	NULL
KF907275	10	11	NULL
KF907276	1	1	NULL
KF907277	1	1	NULL
KF907278	1	1	NULL
KF907279	7	1	NULL
KF907280	1	1	NULL
KF907281	4	2	NULL
KF907282	2	2	NULL
KF907283	2	2	NULL
KF907284	2	2	NULL
KF907285	2	2	NULL
KF907286	3	3	NULL
KF907287	4	3	NULL
KF907288	3	3	NULL
KF907289	2	3	NULL
KF907290	4	3	NULL
KF907291	6	4	NULL
KF907293	3	4	NULL
KF907294	4	4	NULL
KF907295	3	4	NULL
KF907297	2	6	NULL
KF907298	1	6	NULL
KF907299	6	6	NULL
KF907300	11	6	NULL
KF907302	8	9	NULL
KF907303	9	9	NULL
KF907304	9	9	NULL
KF907305	9	9	NULL
KF920553	7	9	NULL
KF920556	9	9	NULL
KF920557	4	9	NULL
KF920562	3	9	NULL
KF920564	2	9	NULL
KF920565	9	9	NULL
KF920566	9	9	NULL
KF920570	10	9	NULL
KF920571	2	9	NULL
KF920574	6	9	NULL
KF920577	9	9	NULL
KF920580	4	-	NULL
KF920581	4	-	NULL
KF920582	2	-	NULL
KF920583	10	-	NULL
KF920585	2	-	NULL
KF920589	6	-	NULL
KF920590	4	-	NULL
KF920596	4	-	NULL
KF926653	6	6	NULL
KF926654	6	6	NULL
KF926655	2	6	NULL
KF926656	3	6	NULL
KF926657	5	6	NULL
KF951361	2	10	NULL
KF951362	5	10	NULL
KF951363	10	10	NULL
KF951364	8	10	NULL
KF951365	3	10	NULL
KF951366	8	10	NULL
KF951367	4	-	NULL
KF951368	4	-	NULL
KF951369	7	-	NULL
KF951370	3	-	NULL
KF951371	1	6	NULL
KF951372	6	6	NULL
KF951373	2	6	NULL
KF951374	3	6	NULL
KF951376	6	6	NULL
KF951379	2	6	NULL
KF951380	4	6	NULL
KF951381	5	6	NULL
KF951382	1	6	NULL
KF951384	6	6	NULL
KF951385	6	6	NULL
KF951386	7	6	NULL
KF951389	3	6	NULL
KF951390	4	6	NULL
KF951392	5	6	NULL
KF951393	7	6	NULL
KF951394	6	6	NULL
KF951395	8	6	NULL
KF951396	2	6	NULL
KF951397	1	6	NULL
KF951398	9	9	NULL
KF951399	8	9	NULL
KF951400	9	9	NULL
KF951401	9	9	NULL
KF951402	11	9	NULL
KF951403	4	9	NULL
KF951404	5	9	NULL
KF961209	7	4	4
KF961210	3	4	4
KF961211	4	4	4
KF961212	9	9	9
KF961213	9	9	9
KF961214	3	9	9
KF961215	8	9	9
KF961216	9	9	9
KF976818	9	-	NULL
KF976819	2	-	NULL
KF976820	5	-	NULL
KF976823	1	-	NULL
KF976824	4	-	NULL
KF976826	3	-	NULL
KF976827	1	-	NULL
KF976828	2	-	NULL
KF976830	11	-	NULL
KF976831	7	-	NULL
KF976832	7	-	NULL
KF976833	3	-	NULL
KF976834	4	-	NULL
KF976835	7	-	NULL
KF976836	6	-	NULL
KF976837	3	-	NULL
KF976840	7	9	NULL
KF976843	11	9	NULL
KF976844	9	9	NULL
KF976845	8	9	NULL
KF976848	2	9	NULL
KF976849	9	9	NULL
KF976850	5	9	NULL
KF976851	11	9	NULL
KF976852	4	9	NULL
KF976853	9	9	NULL
KF976855	4	9	NULL
KF976856	9	9	NULL
KF976857	2	9	NULL
KF976859	9	9	NULL
KF976860	3	9	NULL
KF991082	3	-	NULL
KF991083	8	9	NULL
KF991085	1	6	NULL
KF991086	4	3	NULL
KF991087	9	9	NULL
KF991088	8	8	NULL
KF991089	6	6	NULL
KF991090	5	6	NULL
KF992572	4	9	NULL
KF992573	9	9	NULL
KF992574	9	9	NULL
KF992575	6	9	NULL
KF992576	5	9	NULL
KF992577	3	9	NULL
KF992578	2	9	NULL
KF992579	1	9	NULL
KF992580	9	9	NULL
KF992581	3	4	NULL
KF992582	4	4	NULL
KF992583	6	4	NULL
KF992584	8	4	NULL
KF992585	4	4	NULL
KF992586	3	4	NULL
KJ020887	5	5	NULL
KJ020888	8	8	NULL
KJ020889	7	7	NULL
KJ020890	10	10	NULL
KJ020891	1	1	NULL
KJ020892	2	2	NULL
KJ020893	3	3	NULL
KJ020894	6	6	NULL
KJ094894	1	-	5
KJ094895	5	5	5
KJ094896	5	-	5
KJ094899	9	8	8
KJ094901	8	8	8
KJ094902	7	7	7
KJ094904	7	7	7
KJ094906	7	7	7
KJ094909	3	10	10
KJ094910	10	10	10
KJ094911	4	10	10
KJ094914	1	11	11
KJ094915	3	11	11
KJ094916	11	11	11
KJ094919	1	1	1
KJ094921	1	1	1
KJ094926	2	2	2
KJ094929	5	3	3
KJ094931	3	3	3
KJ094932	4	4	4
KJ094934	3	4	4
KJ094935	3	4	4
KJ094936	4	4	4
KJ094939	2	6	6
KJ094941	6	6	6
KJ094944	9	9	9
KJ094945	9	9	9
KJ094946	8	9	9
KJ101569	9	9	9
KJ101570	11	9	9
KJ101573	3	9	9
KJ101574	1	9	9
KJ101575	8	9	9
KJ101576	9	9	9
KJ101577	1	9	9
KJ101578	9	9	9
KJ101580	2	6	6
KJ101582	5	6	6
KJ101584	6	6	6
KJ101585	6	6	6
KJ101586	3	6	6
KJ101587	1	6	6
KJ101588	2	6	6
KJ101589	6	6	6
KJ126812	8	8	8
KJ126814	8	8	8
KJ126815	9	8	8
KJ126816	1	10	10
KJ126817	2	10	10
KJ126819	10	10	10
KJ126820	10	10	10
KJ126821	4	4	4
KJ126822	4	4	4
KJ126823	3	4	4
